"destination_name","starting_city","ending_city","route_length","route_points","order"
"Charleston - Denver","Nashville","Saint Louis",2,2,3
"Charleston - Denver","Saint Louis","Kansas City",2,2,4
"Charleston - Denver","Kansas City","Denver",4,7,5
"Charleston - Duluth","Charleston","Raleigh",2,2,1
"Charleston - Duluth","Raleigh","Pittsburgh",2,2,2
"Charleston - Duluth","Pittsburgh","Chicago",3,4,3
"Charleston - Duluth","Chicago","Duluth",3,4,4
"Charleston - El Paso","Charleston","Atlanta",2,2,1
"Charleston - El Paso","Atlanta","Nashville",1,1,2
"Charleston - El Paso","Nashville","Little Rock",3,4,3
"Charleston - El Paso","Little Rock","Dallas",2,2,4
"Charleston - El Paso","Dallas","El Paso",4,7,5
"Charleston - Helena","Charleston","Atlanta",2,2,1
"Charleston - Helena","Atlanta","Nashville",1,1,2
"Charleston - Helena","Nashville","Saint Louis",2,2,3
"Charleston - Helena","Saint Louis","Kansas City",2,2,4
"Charleston - Helena","Kansas City","Omaha",1,1,5
"Charleston - Helena","Omaha","Helena",5,10,6
"Charleston - Houston","Charleston","Atlanta",2,2,1
"Charleston - Houston","Atlanta","New Orleans",4,7,2
"Charleston - Houston","New Orleans","Houston",2,2,3
"Charleston - Kansas City","Charleston","Atlanta",2,2,1
"Charleston - Kansas City","Atlanta","Nashville",1,1,2
"Charleston - Kansas City","Nashville","Saint Louis",2,2,3
"Charleston - Kansas City","Saint Louis","Kansas City",2,2,4
"Charleston - Las Vegas","Charleston","Atlanta",2,2,1
"Charleston - Las Vegas","Atlanta","Nashville",1,1,2
"Charleston - Las Vegas","Nashville","Saint Louis",2,2,3
"Charleston - Las Vegas","Saint Louis","Kansas City",2,2,4
"Charleston - Las Vegas","Kansas City","Denver",4,7,5
"Charleston - Las Vegas","Denver","Salt Lake City",3,4,6
"Charleston - Las Vegas","Salt Lake City","Las Vegas",3,4,7
"Charleston - Little Rock","Charleston","Atlanta",2,2,1
"Charleston - Little Rock","Atlanta","Nashville",1,1,2
"Charleston - Little Rock","Nashville","Little Rock",3,4,3
"Charleston - Los Angeles","Charleston","Atlanta",2,2,1
"Charleston - Los Angeles","Atlanta","Nashville",1,1,2
"Charleston - Los Angeles","Nashville","Little Rock",3,4,3
"Charleston - Los Angeles","Little Rock","Oklahoma City",2,2,4
"Charleston - Los Angeles","Oklahoma City","Santa Fe",3,4,5
"Charleston - Los Angeles","Santa Fe","Phoenix",3,4,6
"Charleston - Los Angeles","Phoenix","Los Angeles",3,4,7
"Charleston - Miami","Charleston","Miami",4,7,1
"Charleston - Montreal","Charleston","Raleigh",2,2,1
"Charleston - Montreal","Raleigh","Pittsburgh",2,2,2
"Charleston - Montreal","Pittsburgh","New York",2,2,3
"Charleston - Montreal","New York","Montreal",3,4,4
"Charleston - Nashville","Charleston","Atlanta",2,2,1
"Charleston - Nashville","Atlanta","Nashville",1,1,2
"Charleston - New Orleans","Charleston","Atlanta",2,2,1
"Charleston - New Orleans","Atlanta","New Orleans",4,7,2
"Charleston - New York","Charleston","Raleigh",2,2,1
"Charleston - New York","Raleigh","Pittsburgh",2,2,2
"Charleston - New York","Pittsburgh","New York",2,2,3
"Charleston - Oklahoma City","Charleston","Atlanta",2,2,1
"Charleston - Oklahoma City","Atlanta","Nashville",1,1,2
"Charleston - Oklahoma City","Nashville","Little Rock",3,4,3
"Charleston - Oklahoma City","Little Rock","Oklahoma City",2,2,4
"Charleston - Omaha","Charleston","Atlanta",2,2,1
"Charleston - Omaha","Atlanta","Nashville",1,1,2
"Charleston - Omaha","Nashville","Saint Louis",2,2,3
"Charleston - Omaha","Saint Louis","Kansas City",2,2,4
"Charleston - Omaha","Kansas City","Omaha",1,1,5
"Charleston - Phoenix","Charleston","Atlanta",2,2,1
"Charleston - Phoenix","Atlanta","Nashville",1,1,2
"Charleston - Phoenix","Nashville","Little Rock",3,4,3
"Charleston - Phoenix","Little Rock","Oklahoma City",2,2,4
"Charleston - Phoenix","Oklahoma City","Santa Fe",3,4,5
"Charleston - Phoenix","Santa Fe","Phoenix",3,4,6
"Charleston - Pittsburgh","Charleston","Raleigh",2,2,1
"Charleston - Pittsburgh","Raleigh","Pittsburgh",2,2,2
"Charleston - Portland","Charleston","Atlanta",2,2,1
"Charleston - Portland","Atlanta","Nashville",1,1,2
"Charleston - Portland","Nashville","Saint Louis",2,2,3
"Charleston - Portland","Saint Louis","Kansas City",2,2,4
"Charleston - Portland","Kansas City","Omaha",1,1,5
"Charleston - Portland","Omaha","Helena",5,10,6
"Charleston - Portland","Helena","Seattle",6,15,7
"Charleston - Portland","Seattle","Portland",1,1,8
"Charleston - Raleigh","Charleston","Raleigh",2,2,1
"Charleston - Saint Louis","Charleston","Atlanta",2,2,1
"Charleston - Saint Louis","Atlanta","Nashville",1,1,2
"Charleston - Saint Louis","Nashville","Saint Louis",2,2,3
"Charleston - Salt Lake City","Charleston","Atlanta",2,2,1
"Charleston - Salt Lake City","Atlanta","Nashville",1,1,2
"Charleston - Salt Lake City","Nashville","Saint Louis",2,2,3
"Charleston - Salt Lake City","Saint Louis","Kansas City",2,2,4
"Charleston - Salt Lake City","Kansas City","Denver",4,7,5
"Charleston - Salt Lake City","Denver","Salt Lake City",3,4,6
"Charleston - San Francisco","Charleston","Atlanta",2,2,1
"Charleston - San Francisco","Atlanta","Nashville",1,1,2
"Charleston - San Francisco","Nashville","Saint Louis",2,2,3
"Charleston - San Francisco","Saint Louis","Kansas City",2,2,4
"Charleston - San Francisco","Kansas City","Denver",4,7,5
"Charleston - San Francisco","Denver","Salt Lake City",3,4,6
"Charleston - San Francisco","Salt Lake City","San Francisco",5,10,7
"Charleston - Santa Fe","Charleston","Atlanta",2,2,1
"Charleston - Santa Fe","Atlanta","Nashville",1,1,2
"Charleston - Santa Fe","Nashville","Little Rock",3,4,3
"Charleston - Santa Fe","Little Rock","Oklahoma City",2,2,4
"Charleston - Santa Fe","Oklahoma City","Santa Fe",3,4,5
"Charleston - Sault St. Marie","Charleston","Raleigh",2,2,1
"Charleston - Sault St. Marie","Raleigh","Pittsburgh",2,2,2
"Charleston - Sault St. Marie","Pittsburgh","Toronto",2,2,3
"Charleston - Sault St. Marie","Toronto","Sault St. Marie",2,2,4
"Charleston - Seattle","Charleston","Atlanta",2,2,1
"Charleston - Seattle","Atlanta","Nashville",1,1,2
"Charleston - Seattle","Nashville","Saint Louis",2,2,3
"Charleston - Seattle","Saint Louis","Kansas City",2,2,4
"Charleston - Seattle","Kansas City","Omaha",1,1,5
"Charleston - Seattle","Omaha","Helena",5,10,6
"Charleston - Seattle","Helena","Seattle",6,15,7
"Charleston - Toronto","Charleston","Raleigh",2,2,1
"Charleston - Toronto","Raleigh","Pittsburgh",2,2,2
"Charleston - Toronto","Pittsburgh","Toronto",2,2,3
"Charleston - Vancouver","Charleston","Atlanta",2,2,1
"Charleston - Vancouver","Atlanta","Nashville",1,1,2
"Charleston - Vancouver","Nashville","Saint Louis",2,2,3
"Charleston - Vancouver","Saint Louis","Kansas City",2,2,4
"Charleston - Vancouver","Kansas City","Omaha",1,1,5
"Charleston - Vancouver","Omaha","Helena",5,10,6
"Charleston - Vancouver","Helena","Seattle",6,15,7
"Charleston - Vancouver","Seattle","Vancouver",1,1,8
"Charleston - Washington","Charleston","Raleigh",2,2,1
"Charleston - Washington","Raleigh","Washington",2,2,2
"Charleston - Winnipeg","Charleston","Raleigh",2,2,1
"Charleston - Winnipeg","Raleigh","Pittsburgh",2,2,2
"Charleston - Winnipeg","Pittsburgh","Toronto",2,2,3
"Charleston - Winnipeg","Toronto","Sault St. Marie",2,2,4
"Charleston - Winnipeg","Sault St. Marie","Winnipeg",6,15,5
"Chicago - Dallas","Chicago","Saint Louis",2,2,1
"Chicago - Dallas","Saint Louis","Little Rock",2,2,2
"Chicago - Dallas","Little Rock","Dallas",2,2,3
"Chicago - Denver","Chicago","Omaha",4,7,1
"Chicago - Denver","Omaha","Denver",4,7,2
"Chicago - Duluth","Chicago","Duluth",3,4,1
"Chicago - El Paso","Chicago","Saint Louis",2,2,1
"Chicago - El Paso","Saint Louis","Little Rock",2,2,2
"Chicago - El Paso","Little Rock","Dallas",2,2,3
"Chicago - El Paso","Dallas","El Paso",4,7,4
"Chicago - Helena","Chicago","Duluth",3,4,1
"Chicago - Helena","Duluth","Helena",6,15,2
"Chicago - Houston","Chicago","Saint Louis",2,2,1
"Chicago - Houston","Saint Louis","Little Rock",2,2,2
"Chicago - Houston","Little Rock","Dallas",2,2,3
"Chicago - Houston","Dallas","Houston",1,1,4
"Chicago - Kansas City","Chicago","Saint Louis",2,2,1
"Chicago - Kansas City","Saint Louis","Kansas City",2,2,2
"Chicago - Las Vegas","Chicago","Omaha",4,7,1
"Chicago - Las Vegas","Omaha","Denver",4,7,2
"Chicago - Las Vegas","Denver","Salt Lake City",3,4,3
"Chicago - Las Vegas","Salt Lake City","Las Vegas",3,4,4
"Chicago - Little Rock","Chicago","Saint Louis",2,2,1
"Chicago - Little Rock","Saint Louis","Little Rock",2,2,2
"Chicago - Los Angeles","Chicago","Saint Louis",2,2,1
"Chicago - Los Angeles","Saint Louis","Kansas City",2,2,2
"Chicago - Los Angeles","Kansas City","Oklahoma City",2,2,3
"Chicago - Los Angeles","Oklahoma City","Santa Fe",3,4,4
"Chicago - Los Angeles","Santa Fe","Phoenix",3,4,5
"Chicago - Los Angeles","Phoenix","Los Angeles",3,4,6
"Chicago - Miami","Chicago","Saint Louis",2,2,1
"Chicago - Miami","Saint Louis","Nashville",2,2,2
"Chicago - Miami","Nashville","Atlanta",1,1,3
"Chicago - Miami","Atlanta","Miami",5,10,4
"Chicago - Montreal","Chicago","Toronto",4,7,1
"Chicago - Montreal","Toronto","Montreal",3,4,2
"Chicago - Nashville","Chicago","Saint Louis",2,2,1
"Chicago - Nashville","Saint Louis","Nashville",2,2,2
"Chicago - New Orleans","Chicago","Saint Louis",2,2,1
"Chicago - New Orleans","Saint Louis","Little Rock",2,2,2
"Chicago - New Orleans","Little Rock","New Orleans",3,4,3
"Chicago - New York","Chicago","Pittsburgh",3,4,1
"Chicago - New York","Pittsburgh","New York",2,2,2
"Chicago - Oklahoma City","Chicago","Saint Louis",2,2,1
"Chicago - Oklahoma City","Saint Louis","Kansas City",2,2,2
"Chicago - Oklahoma City","Kansas City","Oklahoma City",2,2,3
"Chicago - Omaha","Chicago","Omaha",4,7,1
"Chicago - Phoenix","Chicago","Saint Louis",2,2,1
"Chicago - Phoenix","Saint Louis","Kansas City",2,2,2
"Chicago - Phoenix","Kansas City","Oklahoma City",2,2,3
"Chicago - Phoenix","Oklahoma City","Santa Fe",3,4,4
"Chicago - Phoenix","Santa Fe","Phoenix",3,4,5
"Chicago - Pittsburgh","Chicago","Pittsburgh",3,4,1
"Chicago - Portland","Chicago","Duluth",3,4,1
"Chicago - Portland","Duluth","Helena",6,15,2
"Chicago - Portland","Helena","Seattle",6,15,3
"Chicago - Portland","Seattle","Portland",1,1,4
"Chicago - Raleigh","Chicago","Pittsburgh",3,4,1
"Chicago - Raleigh","Pittsburgh","Raleigh",2,2,2
"Chicago - Saint Louis","Chicago","Saint Louis",2,2,1
"Chicago - Salt Lake City","Chicago","Omaha",4,7,1
"Chicago - Salt Lake City","Omaha","Denver",4,7,2
"Chicago - Salt Lake City","Denver","Salt Lake City",3,4,3
"Chicago - San Francisco","Chicago","Omaha",4,7,1
"Chicago - San Francisco","Omaha","Denver",4,7,2
"Chicago - San Francisco","Denver","Salt Lake City",3,4,3
"Chicago - San Francisco","Salt Lake City","San Francisco",5,10,4
"Chicago - Santa Fe","Chicago","Saint Louis",2,2,1
"Chicago - Santa Fe","Saint Louis","Kansas City",2,2,2
"Chicago - Santa Fe","Kansas City","Oklahoma City",2,2,3
"Chicago - Santa Fe","Oklahoma City","Santa Fe",3,4,4
"Chicago - Sault St. Marie","Chicago","Toronto",4,7,1
"Chicago - Sault St. Marie","Toronto","Sault St. Marie",2,2,2
"Chicago - Seattle","Chicago","Duluth",3,4,1
"Chicago - Seattle","Duluth","Helena",6,15,2
"Chicago - Seattle","Helena","Seattle",6,15,3
"Chicago - Toronto","Chicago","Toronto",4,7,1
"Chicago - Vancouver","Chicago","Duluth",3,4,1
"Chicago - Vancouver","Duluth","Helena",6,15,2
"Chicago - Vancouver","Helena","Seattle",6,15,3
"Chicago - Vancouver","Seattle","Vancouver",1,1,4
"Chicago - Washington","Chicago","Pittsburgh",3,4,1
"Chicago - Washington","Pittsburgh","Washington",2,2,2
"Chicago - Winnipeg","Chicago","Duluth",3,4,1
"Chicago - Winnipeg","Duluth","Winnipeg",4,7,2
"Dallas - Denver","Dallas","Oklahoma City",2,2,1
"Dallas - Denver","Oklahoma City","Denver",4,7,2
"Dallas - Duluth","Dallas","Oklahoma City",2,2,1
"Dallas - Duluth","Oklahoma City","Kansas City",2,2,2
"Dallas - Duluth","Kansas City","Omaha",1,1,3
"Dallas - Duluth","Omaha","Duluth",2,2,4
"Dallas - El Paso","Dallas","El Paso",4,7,1
"Dallas - Helena","Dallas","Oklahoma City",2,2,1
"Dallas - Helena","Oklahoma City","Denver",4,7,2
"Dallas - Helena","Denver","Helena",4,7,3
"Dallas - Houston","Dallas","Houston",1,1,1
"Dallas - Kansas City","Dallas","Oklahoma City",2,2,1
"Dallas - Kansas City","Oklahoma City","Kansas City",2,2,2
"Dallas - Las Vegas","Dallas","El Paso",4,7,1
"Dallas - Las Vegas","El Paso","Los Angeles",6,15,2
"Dallas - Las Vegas","Los Angeles","Las Vegas",2,2,3
"Dallas - Little Rock","Dallas","Little Rock",2,2,1
"Dallas - Los Angeles","Dallas","El Paso",4,7,1
"Dallas - Los Angeles","El Paso","Los Angeles",6,15,2
"Dallas - Miami","Dallas","Houston",1,1,1
"Dallas - Miami","Houston","New Orleans",2,2,2
"Dallas - Miami","New Orleans","Miami",6,15,3
"Dallas - Montreal","Dallas","Little Rock",2,2,1
"Dallas - Montreal","Little Rock","Saint Louis",2,2,2
"Dallas - Montreal","Saint Louis","Chicago",2,2,3
"Dallas - Montreal","Chicago","Toronto",4,7,4
"Dallas - Montreal","Toronto","Montreal",3,4,5
"Dallas - Nashville","Dallas","Little Rock",2,2,1
"Dallas - Nashville","Little Rock","Nashville",3,4,2
"Dallas - New Orleans","Dallas","Houston",1,1,1
"Dallas - New Orleans","Houston","New Orleans",2,2,2
"Dallas - New York","Dallas","Little Rock",2,2,1
"Dallas - New York","Little Rock","Saint Louis",2,2,2
"Dallas - New York","Saint Louis","Pittsburgh",5,10,3
"Dallas - New York","Pittsburgh","New York",2,2,4
"Dallas - Oklahoma City","Dallas","Oklahoma City",2,2,1
"Dallas - Omaha","Dallas","Oklahoma City",2,2,1
"Dallas - Omaha","Oklahoma City","Kansas City",2,2,2
"Dallas - Omaha","Kansas City","Omaha",1,1,3
"Dallas - Phoenix","Dallas","El Paso",4,7,1
"Dallas - Phoenix","El Paso","Phoenix",3,4,2
"Dallas - Pittsburgh","Dallas","Little Rock",2,2,1
"Dallas - Pittsburgh","Little Rock","Saint Louis",2,2,2
"Dallas - Pittsburgh","Saint Louis","Pittsburgh",5,10,3
"Dallas - Portland","Dallas","Oklahoma City",2,2,1
"Dallas - Portland","Oklahoma City","Denver",4,7,2
"Dallas - Portland","Denver","Salt Lake City",3,4,3
"Dallas - Portland","Salt Lake City","Portland",6,15,4
"Dallas - Raleigh","Dallas","Little Rock",2,2,1
"Dallas - Raleigh","Little Rock","Nashville",3,4,2
"Dallas - Raleigh","Nashville","Raleigh",3,4,3
"Dallas - Saint Louis","Dallas","Little Rock",2,2,1
"Dallas - Saint Louis","Little Rock","Saint Louis",2,2,2
"Dallas - Salt Lake City","Dallas","Oklahoma City",2,2,1
"Dallas - Salt Lake City","Oklahoma City","Denver",4,7,2
"Dallas - Salt Lake City","Denver","Salt Lake City",3,4,3
"Dallas - San Francisco","Dallas","El Paso",4,7,1
"Dallas - San Francisco","El Paso","Los Angeles",6,15,2
"Dallas - San Francisco","Los Angeles","San Francisco",3,4,3
"Dallas - Santa Fe","Dallas","Oklahoma City",2,2,1
"Dallas - Santa Fe","Oklahoma City","Santa Fe",3,4,2
"Dallas - Sault St. Marie","Dallas","Oklahoma City",2,2,1
"Dallas - Sault St. Marie","Oklahoma City","Kansas City",2,2,2
"Dallas - Sault St. Marie","Kansas City","Omaha",1,1,3
"Dallas - Sault St. Marie","Omaha","Duluth",2,2,4
"Dallas - Sault St. Marie","Duluth","Sault St. Marie",3,4,5
"Dallas - Seattle","Dallas","Oklahoma City",2,2,1
"Dallas - Seattle","Oklahoma City","Denver",4,7,2
"Dallas - Seattle","Denver","Helena",4,7,3
"Dallas - Seattle","Helena","Seattle",6,15,4
"Dallas - Toronto","Dallas","Little Rock",2,2,1
"Dallas - Toronto","Little Rock","Saint Louis",2,2,2
"Dallas - Toronto","Saint Louis","Chicago",2,2,3
"Dallas - Toronto","Chicago","Toronto",4,7,4
"Dallas - Vancouver","Dallas","Oklahoma City",2,2,1
"Dallas - Vancouver","Oklahoma City","Denver",4,7,2
"Dallas - Vancouver","Denver","Helena",4,7,3
"Dallas - Vancouver","Helena","Seattle",6,15,4
"Dallas - Vancouver","Seattle","Vancouver",1,1,5
"Dallas - Washington","Dallas","Little Rock",2,2,1
"Dallas - Washington","Little Rock","Nashville",3,4,2
"Dallas - Washington","Nashville","Raleigh",3,4,3
"Dallas - Washington","Raleigh","Washington",2,2,4
"Dallas - Winnipeg","Dallas","Oklahoma City",2,2,1
"Dallas - Winnipeg","Oklahoma City","Kansas City",2,2,2
"Dallas - Winnipeg","Kansas City","Omaha",1,1,3
"Dallas - Winnipeg","Omaha","Duluth",2,2,4
"Dallas - Winnipeg","Duluth","Winnipeg",4,7,5
"Denver - Duluth","Denver","Omaha",4,7,1
"Denver - Duluth","Omaha","Duluth",2,2,2
"Denver - El Paso","Denver","Santa Fe",2,2,1
"Denver - El Paso","Santa Fe","El Paso",2,2,2
"Denver - Helena","Denver","Helena",4,7,1
"Denver - Houston","Denver","Oklahoma City",4,7,1
"Denver - Houston","Oklahoma City","Dallas",2,2,2
"Denver - Houston","Dallas","Houston",1,1,3
"Denver - Kansas City","Denver","Kansas City",4,7,1
"Denver - Las Vegas","Denver","Salt Lake City",3,4,1
"Denver - Las Vegas","Salt Lake City","Las Vegas",3,4,2
"Denver - Little Rock","Denver","Oklahoma City",4,7,1
"Denver - Little Rock","Oklahoma City","Little Rock",2,2,2
"Denver - Los Angeles","Denver","Phoenix",5,10,1
"Denver - Los Angeles","Phoenix","Los Angeles",3,4,2
"Denver - Miami","Denver","Kansas City",4,7,1
"Denver - Miami","Kansas City","Saint Louis",2,2,2
"Denver - Miami","Saint Louis","Nashville",2,2,3
"Denver - Miami","Nashville","Atlanta",1,1,4
"Denver - Miami","Atlanta","Miami",5,10,5
"Denver - Montreal","Denver","Omaha",4,7,1
"Denver - Montreal","Omaha","Duluth",2,2,2
"Denver - Montreal","Duluth","Sault St. Marie",3,4,3
"Denver - Montreal","Sault St. Marie","Montreal",5,10,4
"Denver - Nashville","Denver","Kansas City",4,7,1
"Denver - Nashville","Kansas City","Saint Louis",2,2,2
"Denver - Nashville","Saint Louis","Nashville",2,2,3
"Denver - New Orleans","Denver","Oklahoma City",4,7,1
"Denver - New Orleans","Oklahoma City","Little Rock",2,2,2
"Denver - New Orleans","Little Rock","New Orleans",3,4,3
"Denver - New York","Denver","Kansas City",4,7,1
"Denver - New York","Kansas City","Saint Louis",2,2,2
"Denver - New York","Saint Louis","Pittsburgh",5,10,3
"Denver - New York","Pittsburgh","New York",2,2,4
"Denver - Oklahoma City","Denver","Oklahoma City",4,7,1
"Denver - Omaha","Denver","Omaha",4,7,1
"Denver - Phoenix","Denver","Phoenix",5,10,1
"Denver - Pittsburgh","Denver","Kansas City",4,7,1
"Denver - Pittsburgh","Kansas City","Saint Louis",2,2,2
"Denver - Pittsburgh","Saint Louis","Pittsburgh",5,10,3
"Denver - Portland","Denver","Salt Lake City",3,4,1
"Denver - Portland","Salt Lake City","Portland",6,15,2
"Denver - Raleigh","Denver","Kansas City",4,7,1
"Denver - Raleigh","Kansas City","Saint Louis",2,2,2
"Denver - Raleigh","Saint Louis","Nashville",2,2,3
"Denver - Raleigh","Nashville","Raleigh",3,4,4
"Denver - Saint Louis","Denver","Kansas City",4,7,1
"Denver - Saint Louis","Kansas City","Saint Louis",2,2,2
"Denver - Salt Lake City","Denver","Salt Lake City",3,4,1
"Denver - San Francisco","Denver","Salt Lake City",3,4,1
"Denver - San Francisco","Salt Lake City","San Francisco",5,10,2
"Denver - Santa Fe","Denver","Santa Fe",2,2,1
"Denver - Sault St. Marie","Denver","Omaha",4,7,1
"Denver - Sault St. Marie","Omaha","Duluth",2,2,2
"Denver - Sault St. Marie","Duluth","Sault St. Marie",3,4,3
"Denver - Seattle","Denver","Helena",4,7,1
"Denver - Seattle","Helena","Seattle",6,15,2
"Denver - Toronto","Denver","Omaha",4,7,1
"Denver - Toronto","Omaha","Duluth",2,2,2
"Denver - Toronto","Duluth","Sault St. Marie",3,4,3
"Denver - Toronto","Sault St. Marie","Toronto",2,2,4
"Denver - Vancouver","Denver","Helena",4,7,1
"Denver - Vancouver","Helena","Seattle",6,15,2
"Denver - Vancouver","Seattle","Vancouver",1,1,3
"Denver - Washington","Denver","Kansas City",4,7,1
"Denver - Washington","Kansas City","Saint Louis",2,2,2
"Denver - Washington","Saint Louis","Pittsburgh",5,10,3
"Denver - Washington","Pittsburgh","Washington",2,2,4
"Denver - Winnipeg","Denver","Helena",4,7,1
"Denver - Winnipeg","Helena","Winnipeg",4,7,2
"Duluth - El Paso","Duluth","Omaha",2,2,1
"Duluth - El Paso","Omaha","Kansas City",1,1,2
"Duluth - El Paso","Kansas City","Oklahoma City",2,2,3
"Duluth - El Paso","Oklahoma City","El Paso",5,10,4
"Duluth - Helena","Duluth","Helena",6,15,1
"Duluth - Houston","Duluth","Omaha",2,2,1
"Duluth - Houston","Omaha","Kansas City",1,1,2
"Duluth - Houston","Kansas City","Oklahoma City",2,2,3
"Duluth - Houston","Oklahoma City","Dallas",2,2,4
"Duluth - Houston","Dallas","Houston",1,1,5
"Duluth - Kansas City","Duluth","Omaha",2,2,1
"Duluth - Kansas City","Omaha","Kansas City",1,1,2
"Duluth - Las Vegas","Duluth","Helena",6,15,1
"Duluth - Las Vegas","Helena","Salt Lake City",3,4,2
"Duluth - Las Vegas","Salt Lake City","Las Vegas",3,4,3
"Duluth - Little Rock","Duluth","Chicago",3,4,1
"Duluth - Little Rock","Chicago","Saint Louis",2,2,2
"Duluth - Little Rock","Saint Louis","Little Rock",2,2,3
"Duluth - Los Angeles","Duluth","Helena",6,15,1
"Duluth - Los Angeles","Helena","Salt Lake City",3,4,2
"Duluth - Los Angeles","Salt Lake City","Las Vegas",3,4,3
"Duluth - Los Angeles","Las Vegas","Los Angeles",2,2,4
"Duluth - Miami","Duluth","Chicago",3,4,1
"Duluth - Miami","Chicago","Saint Louis",2,2,2
"Duluth - Miami","Saint Louis","Nashville",2,2,3
"Duluth - Miami","Nashville","Atlanta",1,1,4
"Duluth - Miami","Atlanta","Miami",5,10,5
"Duluth - Montreal","Duluth","Sault St. Marie",3,4,1
"Duluth - Montreal","Sault St. Marie","Montreal",5,10,2
"Duluth - Nashville","Duluth","Chicago",3,4,1
"Duluth - Nashville","Chicago","Saint Louis",2,2,2
"Duluth - Nashville","Saint Louis","Nashville",2,2,3
"Duluth - New Orleans","Duluth","Chicago",3,4,1
"Duluth - New Orleans","Chicago","Saint Louis",2,2,2
"Duluth - New Orleans","Saint Louis","Little Rock",2,2,3
"Duluth - New Orleans","Little Rock","New Orleans",3,4,4
"Duluth - New York","Duluth","Chicago",3,4,1
"Duluth - New York","Chicago","Pittsburgh",3,4,2
"Duluth - New York","Pittsburgh","New York",2,2,3
"Duluth - Oklahoma City","Duluth","Omaha",2,2,1
"Duluth - Oklahoma City","Omaha","Kansas City",1,1,2
"Duluth - Oklahoma City","Kansas City","Oklahoma City",2,2,3
"Duluth - Omaha","Duluth","Omaha",2,2,1
"Duluth - Phoenix","Duluth","Omaha",2,2,1
"Duluth - Phoenix","Omaha","Denver",4,7,2
"Duluth - Phoenix","Denver","Phoenix",5,10,3
"Duluth - Pittsburgh","Duluth","Chicago",3,4,1
"Duluth - Pittsburgh","Chicago","Pittsburgh",3,4,2
"Duluth - Portland","Duluth","Helena",6,15,1
"Duluth - Portland","Helena","Seattle",6,15,2
"Duluth - Portland","Seattle","Portland",1,1,3
"Duluth - Raleigh","Duluth","Chicago",3,4,1
"Duluth - Raleigh","Chicago","Pittsburgh",3,4,2
"Duluth - Raleigh","Pittsburgh","Raleigh",2,2,3
"Duluth - Saint Louis","Duluth","Chicago",3,4,1
"Duluth - Saint Louis","Chicago","Saint Louis",2,2,2
"Duluth - Salt Lake City","Duluth","Helena",6,15,1
"Duluth - Salt Lake City","Helena","Salt Lake City",3,4,2
"Duluth - San Francisco","Duluth","Helena",6,15,1
"Duluth - San Francisco","Helena","Salt Lake City",3,4,2
"Duluth - San Francisco","Salt Lake City","San Francisco",5,10,3
"Duluth - Santa Fe","Duluth","Omaha",2,2,1
"Duluth - Santa Fe","Omaha","Denver",4,7,2
"Duluth - Santa Fe","Denver","Santa Fe",2,2,3
"Duluth - Sault St. Marie","Duluth","Sault St. Marie",3,4,1
"Duluth - Seattle","Duluth","Helena",6,15,1
"Duluth - Seattle","Helena","Seattle",6,15,2
"Duluth - Toronto","Duluth","Sault St. Marie",3,4,1
"Duluth - Toronto","Sault St. Marie","Toronto",2,2,2
"Duluth - Vancouver","Duluth","Helena",6,15,1
"Duluth - Vancouver","Helena","Seattle",6,15,2
"Duluth - Vancouver","Seattle","Vancouver",1,1,3
"Duluth - Washington","Duluth","Chicago",3,4,1
"Duluth - Washington","Chicago","Pittsburgh",3,4,2
"Duluth - Washington","Pittsburgh","Washington",2,2,3
"Duluth - Winnipeg","Duluth","Winnipeg",4,7,1
"El Paso - Helena","El Paso","Santa Fe",2,2,1
"El Paso - Helena","Santa Fe","Denver",2,2,2
"El Paso - Helena","Denver","Helena",4,7,3
"El Paso - Houston","El Paso","Dallas",4,7,1
"El Paso - Houston","Dallas","Houston",1,1,2
"El Paso - Kansas City","El Paso","Oklahoma City",5,10,1
"El Paso - Kansas City","Oklahoma City","Kansas City",2,2,2
"El Paso - Las Vegas","El Paso","Los Angeles",6,15,1
"El Paso - Las Vegas","Los Angeles","Las Vegas",2,2,2
"El Paso - Little Rock","El Paso","Dallas",4,7,1
"El Paso - Little Rock","Dallas","Little Rock",2,2,2
"El Paso - Los Angeles","El Paso","Los Angeles",6,15,1
"El Paso - Miami","El Paso","Dallas",4,7,1
"El Paso - Miami","Dallas","Houston",1,1,2
"El Paso - Miami","Houston","New Orleans",2,2,3
"El Paso - Miami","New Orleans","Miami",6,15,4
"El Paso - Montreal","El Paso","Dallas",4,7,1
"El Paso - Montreal","Dallas","Little Rock",2,2,2
"El Paso - Montreal","Little Rock","Saint Louis",2,2,3
"El Paso - Montreal","Saint Louis","Chicago",2,2,4
"El Paso - Montreal","Chicago","Toronto",4,7,5
"El Paso - Montreal","Toronto","Montreal",3,4,6
"El Paso - Nashville","El Paso","Dallas",4,7,1
"El Paso - Nashville","Dallas","Little Rock",2,2,2
"El Paso - Nashville","Little Rock","Nashville",3,4,3
"El Paso - New Orleans","El Paso","Dallas",4,7,1
"El Paso - New Orleans","Dallas","Houston",1,1,2
"El Paso - New Orleans","Houston","New Orleans",2,2,3
"El Paso - New York","El Paso","Dallas",4,7,1
"El Paso - New York","Dallas","Little Rock",2,2,2
"El Paso - New York","Little Rock","Saint Louis",2,2,3
"El Paso - New York","Saint Louis","Pittsburgh",5,10,4
